vru.line,call_id,customer_id,priority,type,date,vru_entry,vru_exit,vru_time,q_start,q_exit,q_time,outcome,ser_start,ser_exit,ser_time,server,startdate
AA0102,28593,0,0,NW,1999-01-04,10:49:21,10:49:30,9,10:49:30,10:49:35,5,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28594,0,0,PS,1999-01-04,10:55:28,11:04:34,546,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,7212,68741495,2,PS,1999-01-04,11:14:15,11:14:21,6,11:14:21,11:14:47,26,AGENT,11:14:46,11:16:56,130,YIFAT,0
AA0102,28596,0,0,PS,1999-01-04,11:21:29,11:21:40,11,00:00:00,00:00:00,0,AGENT,11:21:39,11:25:55,256,SHARON,0
AA0102,28597,0,0,PS,1999-01-04,11:31:38,11:31:47,9,00:00:00,00:00:00,0,AGENT,11:31:46,11:37:46,360,IDIT,0
AA0102,5354,51036432,2,PS,1999-01-04,11:40:08,11:40:13,5,11:40:13,11:40:25,12,AGENT,11:40:24,11:44:59,275,KAZAV,0
AA0102,28599,0,0,NW,1999-01-04,11:49:36,11:49:46,10,11:49:46,11:49:47,1,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28600,0,0,PS,1999-01-04,11:57:51,11:57:59,8,00:00:00,00:00:00,0,AGENT,11:57:59,11:59:49,110,MICHAL,0
AA0102,28601,0,0,PS,1999-01-04,12:03:24,12:03:34,10,00:00:00,00:00:00,0,AGENT,12:03:32,12:04:35,63,YIFAT,0
AA0102,7186,68509728,2,PS,1999-01-04,12:09:17,12:09:23,6,12:09:23,12:09:41,18,AGENT,12:09:41,12:10:34,53,VICKY,0
AA0102,28603,0,0,PS,1999-01-04,12:19:55,12:20:05,10,00:00:00,00:00:00,0,AGENT,12:20:04,12:22:08,124,AVNI,0
AA0102,2486,23699390,2,PS,1999-01-04,12:29:20,12:29:26,6,12:29:26,12:29:33,7,AGENT,12:29:32,12:33:50,258,MICHAL,0
AA0102,28605,0,0,PS,1999-01-04,12:36:42,12:36:56,14,00:00:00,00:00:00,0,AGENT,12:36:55,12:41:12,257,GILI,0
AA0102,28606,0,0,PS,1999-01-04,12:45:15,12:45:24,9,00:00:00,00:00:00,0,AGENT,12:45:23,12:50:04,281,KAZAV,0
AA0102,1234,11766342,1,PS,1999-01-04,13:01:45,13:01:51,6,13:01:51,13:04:08,137,AGENT,00:00:00,00:00:00,0,IDIT,0
AA0102,4085,38950788,1,PS,1999-01-04,13:10:23,13:10:28,5,13:10:28,13:10:37,9,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28609,0,0,PS,1999-01-04,13:39:21,13:39:30,9,00:00:00,00:00:00,0,AGENT,00:00:00,00:00:00,0,GILI,0
AA0102,28610,0,0,NE,1999-01-04,13:51:13,13:51:58,45,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28611,0,0,NW,1999-01-04,14:08:19,14:08:28,9,14:08:28,14:08:38,10,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,2985,28469658,2,PS,1999-01-04,14:12:33,14:12:38,5,14:12:38,14:16:04,206,AGENT,14:16:04,14:18:23,139,ANAT,0
AA0102,1496,14264295,2,PS,1999-01-04,14:18:13,14:18:18,5,14:18:18,14:24:12,354,AGENT,14:24:11,14:25:48,97,MICHAL,0
AA0102,6818,65032120,2,PS,1999-01-04,14:26:43,14:26:49,6,14:26:49,14:26:59,10,AGENT,14:26:58,14:32:00,302,ANAT,0
AA0102,846,8073371,2,PS,1999-01-04,14:32:33,14:32:38,5,14:32:38,14:32:47,9,AGENT,14:32:46,14:35:54,188,ANAT,0
AA0102,3604,34375766,2,PS,1999-01-04,14:36:43,14:36:48,5,14:36:48,14:37:34,46,AGENT,14:37:33,14:39:38,125,MICHAL,0
AA0102,28617,0,0,PS,1999-01-04,14:45:03,14:45:20,17,00:00:00,00:00:00,0,AGENT,14:45:20,14:53:45,505,VICKY,0
AA0102,2546,24288748,1,PS,1999-01-04,14:49:00,14:49:06,6,14:49:06,14:49:31,25,AGENT,14:49:30,14:56:16,406,TOVA,0
AA0102,7839,74780917,2,PS,1999-01-04,14:54:24,14:54:30,6,14:54:30,14:55:41,71,AGENT,14:55:40,14:55:48,8,MICHAL,0
AA0102,28620,0,0,NW,1999-01-04,14:57:11,14:57:20,9,14:57:20,15:00:24,184,AGENT,15:00:24,15:00:26,2,MICHAL,0
AA0102,214,2043974,1,PS,1999-01-04,15:07:31,15:07:36,5,15:07:36,15:10:51,195,AGENT,15:10:50,15:11:42,52,YITZ,0
AA0102,680,6492102,2,PS,1999-01-04,15:16:42,15:16:48,6,15:16:48,15:18:01,73,AGENT,15:18:01,15:20:58,177,YIFAT,0
AA0102,5730,54673827,2,PS,1999-01-04,15:24:25,15:24:31,6,15:24:31,15:26:36,125,AGENT,15:26:35,15:31:11,276,ANAT,0
AA0102,6088,58084906,1,PS,1999-01-04,15:29:06,15:29:11,5,15:29:11,15:29:12,1,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,5952,56787690,2,PS,1999-01-04,15:35:34,15:35:40,6,15:35:40,15:36:32,52,AGENT,15:36:32,15:37:30,58,YIFAT,0
AA0102,6249,59630624,1,PS,1999-01-04,15:45:07,15:45:13,6,15:45:13,15:45:28,15,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,6875,65607277,2,PS,1999-01-04,15:52:09,15:52:14,5,15:52:14,15:53:31,77,AGENT,15:53:31,15:55:22,111,ANAT,0
AA0102,338,3222239,2,PS,1999-01-04,15:58:04,15:58:10,6,15:58:10,15:58:32,22,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,6009,57344814,2,PS,1999-01-04,16:01:08,16:01:13,5,16:01:13,16:02:11,58,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28630,0,0,NW,1999-01-04,16:07:57,16:08:06,9,16:08:06,16:08:48,42,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,6081,58032855,2,PS,1999-01-04,16:15:08,16:15:13,5,16:15:13,16:15:57,44,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,7320,69858041,2,PS,1999-01-04,16:21:42,16:21:48,6,16:21:48,16:23:16,88,AGENT,16:23:15,16:23:19,4,MORIAH,0
AA0102,1550,14794648,2,PS,1999-01-04,16:31:07,16:31:13,6,16:31:13,16:32:15,62,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,2401,22918239,2,PS,1999-01-04,16:40:05,16:40:10,5,16:40:10,16:42:12,122,AGENT,16:42:11,16:45:30,199,YITZ,0
AA0102,540,5153440,2,PS,1999-01-04,16:50:30,16:50:36,6,16:50:36,16:52:14,98,AGENT,16:52:13,16:55:19,186,GELBER,0
AA0102,28637,0,0,PS,1999-01-04,17:08:15,17:08:15,0,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,773,7376312,1,PS,1999-01-04,17:16:39,17:16:44,5,17:16:44,17:17:34,50,AGENT,17:17:33,17:18:17,44,ANAT,0
AA0102,28639,0,0,PS,1999-01-04,17:28:57,17:29:08,11,00:00:00,00:00:00,0,AGENT,17:29:08,17:29:10,2,ANAT,0
AA0102,28640,0,0,PS,1999-01-04,17:38:58,17:39:06,8,00:00:00,00:00:00,0,AGENT,17:39:06,17:41:51,165,ANAT,0
AA0102,5359,51165298,2,PS,1999-01-04,17:44:01,17:44:07,6,17:44:07,17:47:02,175,AGENT,17:47:01,17:48:24,83,ANAT,0
AA0102,28643,0,0,PS,1999-01-04,17:57:28,17:57:28,0,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0102,28644,0,0,PS,1999-01-04,18:03:45,18:03:53,8,00:00:00,00:00:00,0,AGENT,18:03:53,18:05:20,87,YITZ,0
AA0102,28645,0,0,NW,1999-01-04,18:13:30,18:13:45,15,00:00:00,00:00:00,0,AGENT,18:13:44,18:13:50,6,NO_SERVER,0
AA0102,5940,56719628,1,PS,1999-01-04,18:24:29,18:24:34,5,18:24:34,18:25:24,50,AGENT,18:25:23,18:27:00,97,ANAT,0
AA0102,28647,0,0,PS,1999-01-04,18:42:02,18:42:17,15,00:00:00,00:00:00,0,AGENT,18:42:15,18:45:43,208,BENSION,0
AA0102,28648,0,0,PS,1999-01-04,18:56:15,18:56:27,12,00:00:00,00:00:00,0,AGENT,18:56:26,18:56:59,33,ANAT,0
AA0102,1847,17634049,1,PS,1999-01-04,19:14:15,19:14:21,6,19:14:21,19:16:43,142,AGENT,19:16:43,19:19:32,169,GELBER,0
AA0102,4937,47148739,2,NE,1999-01-04,19:31:50,19:31:55,5,19:31:55,19:32:40,45,AGENT,19:32:39,19:35:38,179,MORIAH,0
AA0102,3396,32431918,1,PS,1999-01-04,19:41:50,19:41:55,5,19:41:55,19:42:22,27,AGENT,19:42:21,19:43:14,53,ANAT,0
AA0102,28652,0,0,NW,1999-01-04,19:54:06,19:54:15,9,19:54:15,19:56:44,149,AGENT,19:56:43,19:57:15,32,YITZ,0
AA0102,7305,69772101,2,PS,1999-01-04,20:07:29,20:07:35,6,20:07:35,20:09:32,117,AGENT,20:09:31,20:10:27,56,SHLOMO,0
AA0102,28654,0,0,NW,1999-01-04,20:21:32,20:21:46,14,00:00:00,00:00:00,0,AGENT,20:21:45,20:22:13,28,YITZ,0
AA0102,28655,0,0,PS,1999-01-04,20:44:39,20:44:52,13,00:00:00,00:00:00,0,AGENT,20:44:51,20:48:33,222,ANAT,0
AA0102,28656,0,0,PS,1999-01-04,20:59:43,20:59:56,13,00:00:00,00:00:00,0,AGENT,20:59:56,21:01:53,117,ANAT,0
AA0102,28657,0,0,PS,1999-01-04,21:12:02,21:12:10,8,00:00:00,00:00:00,0,AGENT,21:12:10,21:14:04,114,YITZ,0
AA0102,5689,54349832,2,PS,1999-01-04,21:24:51,21:24:57,6,21:24:57,21:25:38,41,AGENT,21:25:37,21:25:42,5,MORIAH,0
AA0102,28659,0,0,PS,1999-01-04,21:37:37,21:37:45,8,00:00:00,00:00:00,0,AGENT,21:37:44,21:39:02,78,SHLOMO,0
AA0102,5353,51136083,2,PS,1999-01-04,21:56:28,21:56:34,6,21:56:34,21:59:19,165,AGENT,21:59:18,22:03:25,247,YITZ,0
AA0102,5689,54349832,2,PS,1999-01-04,22:19:01,22:19:07,6,22:19:07,22:19:28,21,AGENT,22:19:28,22:21:03,95,YITZ,0
AA0102,28662,0,0,PS,1999-01-04,22:36:10,22:36:19,9,00:00:00,00:00:00,0,AGENT,22:36:19,22:41:43,324,YITZ,0
AA0102,3075,29380334,2,PS,1999-01-04,22:49:47,22:49:52,5,22:49:52,22:49:57,5,AGENT,22:49:57,22:51:25,88,GELBER,0
AA0102,2658,25395633,1,PS,1999-01-04,23:13:06,23:13:12,6,23:13:12,23:13:54,42,AGENT,23:13:52,23:16:01,129,GELBER,0
AA0102,4041,38612149,1,PS,1999-01-04,23:35:42,23:35:47,5,23:35:47,23:36:50,63,AGENT,23:36:49,23:40:43,234,BENSION,0
AA0102,28666,0,0,NW,1999-01-04,23:54:48,23:55:01,13,00:00:00,00:00:00,0,AGENT,23:55:01,23:55:38,37,SHLOMO,0
AA0103,24183,0,0,PS,1999-01-04,07:06:40,07:06:48,8,00:00:00,00:00:00,0,AGENT,07:06:48,07:09:40,172,LORI,0
AA0103,24184,0,0,PS,1999-01-04,07:34:53,07:35:02,9,00:00:00,00:00:00,0,AGENT,07:35:01,07:36:15,74,MIKI,0
AA0103,2987,24076374,1,PS,1999-01-04,07:54:19,07:54:24,5,07:54:24,07:55:33,69,AGENT,07:55:31,07:56:16,45,MIKI,0
AA0103,24186,0,0,PS,1999-01-04,08:12:30,08:12:39,9,00:00:00,00:00:00,0,AGENT,08:12:38,08:14:29,111,IDIT,0
AA0103,24187,0,0,NW,1999-01-04,08:20:53,08:21:07,14,00:00:00,00:00:00,0,AGENT,08:21:07,08:21:46,39,MICHAL,0
AA0103,24188,0,0,PS,1999-01-04,08:30:36,08:30:45,9,00:00:00,00:00:00,0,AGENT,08:30:45,08:31:56,71,IDIT,0
AA0103,24189,0,0,NW,1999-01-04,08:40:13,08:40:23,10,08:40:23,08:40:38,15,AGENT,08:40:37,08:41:41,64,MIKI,0
AA0103,24190,0,0,NW,1999-01-04,08:45:01,08:45:10,9,08:45:10,08:45:49,39,AGENT,08:45:49,08:46:45,56,MIKI,0
AA0103,24191,0,0,NW,1999-01-04,08:49:49,08:50:02,13,00:00:00,00:00:00,0,AGENT,08:50:00,08:52:06,126,DORIT,0
AA0103,6707,54087325,1,PS,1999-01-04,08:56:46,08:56:52,6,08:56:52,08:57:11,19,AGENT,08:57:10,08:58:00,50,TOVA,0
AA0103,24193,0,0,PS,1999-01-04,09:08:12,09:08:21,9,00:00:00,00:00:00,0,AGENT,09:08:19,09:10:14,115,IDIT,0
AA0103,24194,0,0,PE,1999-01-04,09:25:24,09:25:32,8,00:00:00,00:00:00,0,AGENT,09:25:31,09:29:19,228,DORIT,0
AA0103,24195,0,0,PS,1999-01-04,09:37:37,09:37:46,9,00:00:00,00:00:00,0,AGENT,09:37:45,09:39:50,125,TOVA,0
AA0103,24196,0,0,PS,1999-01-04,09:45:30,09:45:40,10,00:00:00,00:00:00,0,AGENT,09:45:39,09:50:26,287,MICHAL,0
AA0103,8628,69590081,2,PS,1999-01-04,09:51:41,09:51:47,6,09:51:47,09:52:27,40,AGENT,09:52:26,09:52:42,16,DORIT,0
AA0103,24198,0,0,PS,1999-01-04,09:57:59,09:58:07,8,00:00:00,00:00:00,0,AGENT,09:58:06,10:01:20,194,IDIT,0
AA0103,24199,0,0,PS,1999-01-04,10:04:41,10:04:53,12,00:00:00,00:00:00,0,AGENT,10:04:53,10:07:15,142,VICKY,0
AA0103,1663,13417704,1,PS,1999-01-04,10:11:08,10:11:14,6,10:11:14,10:11:29,15,AGENT,10:11:29,10:14:05,156,MIKI,0
AA0103,3035,24480113,2,PS,1999-01-04,10:18:39,10:18:45,6,10:18:45,10:18:52,7,AGENT,10:18:51,10:20:59,128,MIKI,0
AA0103,1200,9682923,2,PS,1999-01-04,10:32:26,10:32:31,5,10:32:31,10:32:40,9,AGENT,10:32:39,10:33:50,71,AVNI,0
AA0103,3396,27400084,2,PS,1999-01-04,10:40:10,10:40:16,6,10:40:16,10:40:52,36,AGENT,10:40:51,10:45:00,249,KAZAV,0
AA0103,7027,56691272,2,PS,1999-01-04,10:45:02,10:45:08,6,10:45:08,10:45:13,5,AGENT,10:45:12,10:45:54,42,KAZAV,0
AA0103,24205,0,0,PS,1999-01-04,10:50:46,10:50:58,12,00:00:00,00:00:00,0,AGENT,10:50:56,10:53:44,168,IDIT,0
AA0103,9691,78191137,2,PS,1999-01-04,10:56:44,10:56:49,5,10:56:49,10:57:14,25,AGENT,10:57:12,11:01:43,271,TOVA,0
AA0103,24207,0,0,PS,1999-01-04,11:02:23,11:02:34,11,00:00:00,00:00:00,0,AGENT,11:02:33,11:03:52,79,TOVA,0
AA0103,24208,0,0,PS,1999-01-04,11:09:33,11:09:47,14,00:00:00,00:00:00,0,AGENT,11:09:46,11:10:49,63,KAZAV,0
AA0103,24209,0,0,NW,1999-01-04,11:13:53,11:14:02,9,11:14:02,11:14:25,23,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24210,0,0,PS,1999-01-04,11:18:51,11:19:04,13,00:00:00,00:00:00,0,AGENT,11:19:03,11:19:51,48,ZOHARI,0
AA0103,24211,0,0,PS,1999-01-04,11:28:27,11:28:40,13,00:00:00,00:00:00,0,AGENT,11:28:39,11:33:08,269,VICKY,0
AA0103,24212,0,0,PS,1999-01-04,11:38:56,11:39:08,12,00:00:00,00:00:00,0,AGENT,11:39:07,11:41:41,154,TOVA,0
AA0103,24213,0,0,PS,1999-01-04,11:48:48,11:49:03,15,00:00:00,00:00:00,0,AGENT,11:49:02,11:50:14,72,TOVA,0
AA0103,24214,0,0,NE,1999-01-04,11:55:48,11:56:00,12,00:00:00,00:00:00,0,AGENT,11:55:59,11:58:34,155,ZOHARI,0
AA0103,3104,25055476,1,PS,1999-01-04,12:01:33,12:01:38,5,12:01:38,12:02:57,79,AGENT,12:02:55,12:04:22,87,IDIT,0
AA0103,24216,0,0,PS,1999-01-04,12:09:04,12:09:16,12,00:00:00,00:00:00,0,AGENT,12:09:15,12:13:19,244,IDIT,0
AA0103,24217,0,0,PS,1999-01-04,12:19:23,12:19:32,9,00:00:00,00:00:00,0,AGENT,12:19:32,12:23:15,223,VICKY,0
AA0103,3593,29002987,2,PS,1999-01-04,12:28:46,12:28:51,5,12:28:51,12:29:26,35,AGENT,12:29:25,12:29:37,12,YIFAT,0
AA0103,24219,0,0,PS,1999-01-04,12:35:13,12:35:24,11,00:00:00,00:00:00,0,AGENT,12:35:23,12:36:28,65,KAZAV,0
AA0103,24220,0,0,PE,1999-01-04,12:44:35,12:44:42,7,00:00:00,00:00:00,0,AGENT,12:44:41,12:47:39,178,IDIT,0
AA0103,3226,26048231,2,PS,1999-01-04,13:00:21,13:00:27,6,13:00:27,13:03:10,163,AGENT,13:03:10,13:07:04,234,VICKY,0
AA0103,6750,54497045,2,PS,1999-01-04,13:09:07,13:09:12,5,13:09:12,13:14:24,312,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24223,0,0,NW,1999-01-04,13:39:34,13:39:43,9,13:39:43,13:40:34,51,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24224,0,0,NE,1999-01-04,13:52:22,13:52:33,11,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,7186,58029430,2,PS,1999-01-04,14:08:37,14:08:42,5,14:08:42,14:09:27,45,AGENT,14:09:26,14:10:51,85,YIFAT,0
AA0103,37928,306278797,1,PS,1999-01-04,14:13:35,14:13:41,6,14:13:41,14:17:15,214,AGENT,14:17:15,14:17:41,26,YIFAT,0
AA0103,6957,56183882,1,NE,1999-01-04,14:19:05,14:19:11,6,14:19:11,14:23:14,243,AGENT,14:23:13,14:25:21,128,ZOHARI,0
AA0103,24228,0,0,NW,1999-01-04,14:25:38,14:25:48,10,14:25:48,14:26:49,61,AGENT,14:26:48,14:27:31,43,KAZAV,0
AA0103,6950,56127699,1,PS,1999-01-04,14:32:10,14:32:15,5,14:32:15,14:32:28,13,AGENT,14:32:27,14:34:18,111,IDIT,0
AA0103,6452,52114295,2,PS,1999-01-04,14:36:33,14:36:38,5,14:36:38,14:37:08,30,AGENT,14:37:07,14:40:41,214,ANAT,0
AA0103,24231,0,0,PS,1999-01-04,14:41:29,14:41:37,8,00:00:00,00:00:00,0,AGENT,14:41:36,14:43:34,118,IDIT,0
AA0103,24232,0,0,PS,1999-01-04,14:48:09,14:48:22,13,00:00:00,00:00:00,0,AGENT,14:48:21,14:49:16,55,DORIT,0
AA0103,3000,24232274,1,PS,1999-01-04,14:51:39,14:51:45,6,14:51:45,14:52:36,51,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,7382,59630624,1,PS,1999-01-04,14:55:43,14:55:48,5,14:55:48,14:56:01,13,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,4774,38565180,1,PS,1999-01-04,14:58:03,14:58:09,6,14:58:09,15:00:34,145,AGENT,15:00:33,15:00:48,15,MICHAL,0
AA0103,6955,56183882,1,PS,1999-01-04,15:08:23,15:08:29,6,15:08:29,15:09:30,61,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,4094,33079443,2,PS,1999-01-04,15:14:57,15:15:02,5,15:15:02,15:15:56,54,AGENT,15:15:55,15:19:01,186,ANAT,0
AA0103,24238,0,0,PS,1999-01-04,15:22:37,15:22:45,8,00:00:00,00:00:00,0,AGENT,15:22:44,15:28:49,365,YIFAT,0
AA0103,7959,64305436,2,PS,1999-01-04,15:28:21,15:28:27,6,15:28:27,15:31:15,168,AGENT,15:31:13,15:33:11,118,IDIT,0
AA0103,3343,27008085,1,PS,1999-01-04,15:39:51,15:39:57,6,15:39:57,15:42:08,131,AGENT,15:42:07,15:48:51,404,ANAT,0
AA0103,4113,33237728,2,PS,1999-01-04,15:48:35,15:48:40,5,15:48:40,15:49:14,34,PHANTOM,15:49:14,15:49:18,4,NO_SERVER,0
AA0103,3795,30663462,2,PS,1999-01-04,15:56:45,15:56:51,6,15:56:51,15:59:03,132,AGENT,15:59:03,16:00:40,97,YITZ,0
AA0103,3554,28716413,2,PS,1999-01-04,16:04:46,16:04:51,5,16:04:51,16:07:01,130,AGENT,16:07:00,16:09:19,139,YIFAT,0
AA0103,6758,54613724,2,PS,1999-01-04,16:11:15,16:11:20,5,16:11:20,16:17:09,349,AGENT,16:17:08,16:19:04,116,YITZ,0
AA0103,6920,55921597,1,NE,1999-01-04,16:23:25,16:23:31,6,16:23:31,16:24:27,56,AGENT,16:24:26,16:28:44,258,ANAT,0
AA0103,4165,33663535,1,PS,1999-01-04,16:32:37,16:32:42,5,16:32:42,16:34:45,123,PHANTOM,16:34:45,16:34:50,5,NO_SERVER,0
AA0103,6935,56051360,2,NE,1999-01-04,16:41:03,16:41:09,6,16:41:09,16:49:39,510,AGENT,16:49:38,16:50:58,80,YIFAT,0
AA0103,1022,8258329,2,NE,1999-01-04,17:02:51,17:02:57,6,17:02:57,17:03:12,15,AGENT,17:03:12,17:07:44,272,MORIAH,0
AA0103,3674,29693124,1,PS,1999-01-04,17:13:06,17:13:11,5,17:13:11,17:13:29,18,AGENT,17:13:28,17:15:39,131,ANAT,0
AA0103,2986,24135998,1,PS,1999-01-04,17:22:17,17:22:22,5,17:22:22,17:22:38,16,AGENT,17:22:37,17:22:42,5,MORIAH,0
AA0103,3185,25742685,1,PS,1999-01-04,17:34:37,17:34:42,5,17:34:42,17:36:36,114,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24252,0,0,PS,1999-01-04,17:41:42,17:42:56,74,00:00:00,00:00:00,0,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,4101,33151754,1,PS,1999-01-04,17:50:59,17:51:05,6,17:51:05,17:53:07,122,AGENT,17:53:06,17:54:57,111,YITZ,0
AA0103,4193,33902875,1,PS,1999-01-04,18:00:29,18:00:34,5,18:00:34,18:03:11,157,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24255,0,0,PS,1999-01-04,18:11:27,18:11:35,8,00:00:00,00:00:00,0,AGENT,18:11:34,18:20:18,524,MORIAH,0
AA0103,5317,42992446,2,PS,1999-01-04,18:23:11,18:23:17,6,18:23:17,18:25:18,121,AGENT,18:25:17,18:26:02,45,BENSION,0
AA0103,24257,0,0,PS,1999-01-04,18:39:41,18:39:56,15,00:00:00,00:00:00,0,AGENT,18:39:55,18:40:52,57,BENSION,0
AA0103,24258,0,0,NW,1999-01-04,18:56:01,18:56:10,9,18:56:10,18:56:30,20,AGENT,18:56:30,18:57:25,55,MORIAH,0
AA0103,3119,25219700,2,PS,1999-01-04,19:15:55,19:16:00,5,19:16:00,19:17:23,83,AGENT,19:17:22,19:17:25,3,MORIAH,0
AA0103,4253,34392183,1,PS,1999-01-04,19:32:35,19:32:41,6,19:32:41,19:34:39,118,AGENT,19:34:38,19:35:21,43,ANAT,0
AA0103,24261,0,0,PS,1999-01-04,19:44:56,19:45:06,10,00:00:00,00:00:00,0,AGENT,19:45:05,19:49:43,278,BENSION,0
AA0103,24262,0,0,PS,1999-01-04,19:58:55,19:59:03,8,00:00:00,00:00:00,0,AGENT,19:59:02,20:01:56,174,MORIAH,0
AA0103,6982,56464332,1,PS,1999-01-04,20:08:23,20:08:29,6,20:08:29,20:08:53,24,HANG,00:00:00,00:00:00,0,NO_SERVER,0
AA0103,24264,0,0,NW,1999-01-04,20:18:55,20:19:05,10,20:19:05,20:19:47,42,AGENT,20:19:46,20:20:04,18,BENSION,0
AA0103,24265,0,0,PS,1999-01-04,20:42:38,20:42:47,9,00:00:00,00:00:00,0,AGENT,20:42:46,20:43:45,59,SHLOMO,0
AA0103,24266,0,0,PS,1999-01-04,20:57:46,20:58:03,17,00:00:00,00:00:00,0,AGENT,20:58:03,20:59:24,81,SHLOMO,0
AA0103,24267,0,0,PS,1999-01-04,21:10:53,21:11:10,17,00:00:00,00:00:00,0,AGENT,21:11:09,21:12:02,53,BENSION,0
AA0103,8359,67621961,2,PS,1999-01-04,21:24:51,21:24:58,7,21:24:58,21:25:47,49,AGENT,21:25:46,21:25:55,9,MORIAH,0
AA0103,2853,23081912,1,PS,1999-01-04,21:38:24,21:38:29,5,21:38:29,21:38:50,21,AGENT,21:38:49,21:40:35,106,GELBER,0
AA0103,404,3267788,2,PS,1999-01-04,21:59:47,21:59:53,6,21:59:53,22:03:55,242,AGENT,22:03:54,22:10:44,410,GELBER,0
AA0103,6928,56051360,2,PS,1999-01-04,22:20:44,22:20:50,6,22:20:50,22:21:51,61,AGENT,22:21:51,22:23:22,91,SHLOMO,0
AA0103,24272,0,0,PS,1999-01-04,22:37:44,22:37:52,8,00:00:00,00:00:00,0,AGENT,22:37:52,22:38:44,52,GELBER,0
AA0103,24273,0,0,PS,1999-01-04,22:56:44,22:56:59,15,00:00:00,00:00:00,0,AGENT,22:56:58,23:02:17,319,SHLOMO,0
AA0103,24274,0,0,PS,1999-01-04,23:16:55,23:17:09,14,00:00:00,00:00:00,0,AGENT,23:17:09,23:18:15,66,BENSION,0
AA0103,24275,0,0,PS,1999-01-04,23:39:05,23:39:16,11,00:00:00,00:00:00,0,AGENT,23:39:16,23:42:21,185,SHLOMO,0
AA0104,20842,0,0,PS,1999-01-04,07:07:36,07:07:52,16,00:00:00,00:00:00,0,AGENT,07:07:51,07:08:52,61,TOVA,0
AA0104,20843,0,0,PS,1999-01-04,07:34:56,07:35:05,9,00:00:00,00:00:00,0,AGENT,07:35:04,07:37:30,146,LORI,0
AA0104,20844,0,0,NW,1999-01-04,07:55:07,07:55:16,9,07:55:16,07:56:13,57,AGENT,07:56:12,07:56:30,18,MICHAL,0
AA0104,20845,0,0,PS,1999-01-04,08:12:31,08:12:42,11,00:00:00,00:00:00,0,AGENT,08:12:41,08:13:41,60,KAZAV,0
AA0104,20846,0,0,PS,1999-01-04,08:21:08,08:21:21,13,00:00:00,00:00:00,0,AGENT,08:21:19,08:21:56,37,GILI,0
AA0104,20847,0,0,PS,1999-01-04,08:30:39,08:30:50,11,00:00:00,00:00:00,0,AGENT,08:30:49,08:33:38,169,GILI,0
AA0104,507,3519998,2,PS,1999-01-04,08:40:50,08:40:56,6,08:40:56,08:41:09,13,AGENT,08:41:08,08:42:27,79,VICKY,0
AA0104,20849,0,0,NW,1999-01-04,08:45:39,08:45:48,9,08:45:48,08:46:07,19,AGENT,08:46:06,08:46:58,52,SHARON,0
AA0104,20850,0,0,PS,1999-01-04,08:50:06,08:50:15,9,00:00:00,00:00:00,0,AGENT,08:50:14,09:06:37,983,KAZAV,0
AA0104,20851,0,0,NW,1999-01-04,08:56:48,08:56:58,10,08:56:58,08:57:47,49,AGENT,08:57:46,08:58:44,58,SHARON,0
AA0104,20852,0,0,NW,1999-01-04,09:08:17,09:08:37,20,00:00:00,00:00:00,0,AGENT,09:08:36,09:09:32,56,TOVA,0
AA0104,20853,0,0,NE,1999-01-04,09:25:32,09:25:42,10,00:00:00,00:00:00,0,AGENT,09:25:41,09:25:59,18,KAZAV,0
AA0104,20854,0,0,PS,1999-01-04,09:38:21,09:38:30,9,00:00:00,00:00:00,0,AGENT,09:38:30,09:42:18,228,KAZAV,0
AA0104,20855,0,0,PS,1999-01-04,09:46:05,09:46:15,10,00:00:00,00:00:00,0,AGENT,09:46:14,09:50:48,274,DORIT,0
